,pclass,survived,age,Siblings and Spouses Aboard,Parents and Children Aboard,fare,embarked,cabin_letter,is_male,Total Family Aboard
1077,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
1078,3.0,1.0,,0.0,0.0,7.8792,Queenstown,,0,0.0
1079,3.0,1.0,22.0,0.0,0.0,7.775,Southampton,,0,0.0
1080,3.0,1.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1081,3.0,1.0,,0.0,0.0,7.8292,Queenstown,,0,0.0
1082,3.0,1.0,9.0,0.0,1.0,3.1708,Southampton,,1,1.0
1083,3.0,0.0,28.0,0.0,0.0,22.525,Southampton,,1,0.0
1084,3.0,0.0,42.0,0.0,1.0,8.4042,Southampton,,1,1.0
1085,3.0,0.0,,0.0,0.0,7.3125,Southampton,,1,0.0
1086,3.0,0.0,31.0,0.0,0.0,7.8542,Southampton,,0,0.0
1087,3.0,0.0,28.0,0.0,0.0,7.8542,Southampton,,1,0.0
1088,3.0,1.0,32.0,0.0,0.0,7.775,Southampton,,1,0.0
1089,3.0,0.0,20.0,0.0,0.0,9.225,Southampton,,1,0.0
1090,3.0,0.0,23.0,0.0,0.0,8.6625,Southampton,,0,0.0
1091,3.0,0.0,20.0,0.0,0.0,8.6625,Southampton,,0,0.0
1092,3.0,0.0,20.0,0.0,0.0,8.6625,Southampton,,1,0.0
1093,3.0,0.0,16.0,0.0,0.0,9.2167,Southampton,,1,0.0
1094,3.0,1.0,31.0,0.0,0.0,8.6833,Southampton,,0,0.0
1095,3.0,0.0,,0.0,0.0,7.6292,Queenstown,,0,0.0
1096,3.0,0.0,2.0,3.0,1.0,21.075,Southampton,,1,4.0
1097,3.0,0.0,6.0,3.0,1.0,21.075,Southampton,,1,4.0
1098,3.0,0.0,3.0,3.0,1.0,21.075,Southampton,,0,4.0
1099,3.0,0.0,8.0,3.0,1.0,21.075,Southampton,,0,4.0
1100,3.0,0.0,29.0,0.0,4.0,21.075,Southampton,,0,4.0
1101,3.0,0.0,1.0,4.0,1.0,39.6875,Southampton,,1,5.0
1102,3.0,0.0,7.0,4.0,1.0,39.6875,Southampton,,1,5.0
1103,3.0,0.0,2.0,4.0,1.0,39.6875,Southampton,,1,5.0
1104,3.0,0.0,16.0,4.0,1.0,39.6875,Southampton,,1,5.0
1105,3.0,0.0,14.0,4.0,1.0,39.6875,Southampton,,1,5.0
1106,3.0,0.0,41.0,0.0,5.0,39.6875,Southampton,,0,5.0
1107,3.0,0.0,21.0,0.0,0.0,8.6625,Southampton,,1,0.0
1108,3.0,0.0,19.0,0.0,0.0,14.5,Southampton,,1,0.0
1109,3.0,0.0,,0.0,0.0,8.7125,Cherbourg,,1,0.0
1110,3.0,0.0,32.0,0.0,0.0,7.8958,Southampton,,1,0.0
1111,3.0,0.0,0.75,1.0,1.0,13.775,Southampton,,1,2.0
1112,3.0,0.0,3.0,1.0,1.0,13.775,Southampton,,0,2.0
1113,3.0,0.0,26.0,0.0,2.0,13.775,Southampton,,0,2.0
1114,3.0,0.0,,0.0,0.0,7.0,Southampton,,1,0.0
1115,3.0,0.0,,0.0,0.0,7.775,Southampton,,1,0.0
1116,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1117,3.0,0.0,21.0,0.0,0.0,7.925,Southampton,,1,0.0
1118,3.0,0.0,25.0,0.0,0.0,7.925,Southampton,,1,0.0
1119,3.0,0.0,22.0,0.0,0.0,7.25,Southampton,,1,0.0
1120,3.0,1.0,25.0,1.0,0.0,7.775,Southampton,,1,1.0
1121,3.0,1.0,,1.0,1.0,22.3583,Cherbourg,,1,2.0
1122,3.0,1.0,,1.0,1.0,22.3583,Cherbourg,F,0,2.0
1123,3.0,1.0,,0.0,2.0,22.3583,Cherbourg,,0,2.0
1124,3.0,0.0,,0.0,0.0,8.1375,Queenstown,,0,0.0
1125,3.0,0.0,24.0,0.0,0.0,8.05,Southampton,,1,0.0
1126,3.0,0.0,28.0,0.0,0.0,7.8958,Southampton,,0,0.0
1127,3.0,0.0,19.0,0.0,0.0,7.8958,Southampton,,1,0.0
1128,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1129,3.0,0.0,25.0,1.0,0.0,7.775,Southampton,,1,1.0
1130,3.0,0.0,18.0,0.0,0.0,7.775,Southampton,,0,0.0
1131,3.0,1.0,32.0,0.0,0.0,8.05,Southampton,E,1,0.0
1132,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1133,3.0,0.0,17.0,0.0,0.0,8.6625,Southampton,,1,0.0
1134,3.0,0.0,24.0,0.0,0.0,8.6625,Southampton,,1,0.0
1135,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1136,3.0,0.0,,0.0,0.0,8.1125,Southampton,,0,0.0
1137,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
1138,3.0,0.0,,0.0,0.0,7.25,Southampton,,1,0.0
1139,3.0,0.0,38.0,0.0,0.0,7.8958,Southampton,,1,0.0
1140,3.0,0.0,21.0,0.0,0.0,8.05,Southampton,,1,0.0
1141,3.0,0.0,10.0,4.0,1.0,29.125,Queenstown,,1,5.0
1142,3.0,0.0,4.0,4.0,1.0,29.125,Queenstown,,1,5.0
1143,3.0,0.0,7.0,4.0,1.0,29.125,Queenstown,,1,5.0
1144,3.0,0.0,2.0,4.0,1.0,29.125,Queenstown,,1,5.0
1145,3.0,0.0,8.0,4.0,1.0,29.125,Queenstown,,1,5.0
1146,3.0,0.0,39.0,0.0,5.0,29.125,Queenstown,,0,5.0
1147,3.0,0.0,22.0,0.0,0.0,39.6875,Southampton,,0,0.0
1148,3.0,0.0,35.0,0.0,0.0,7.125,Southampton,,1,0.0
1149,3.0,1.0,,0.0,0.0,7.7208,Queenstown,,0,0.0
1150,3.0,0.0,,0.0,0.0,14.5,Southampton,,1,0.0
1151,3.0,0.0,,0.0,0.0,14.5,Southampton,,0,0.0
1152,3.0,0.0,50.0,1.0,0.0,14.5,Southampton,,1,1.0
1153,3.0,0.0,47.0,1.0,0.0,14.5,Southampton,,0,1.0
1154,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1155,3.0,0.0,,0.0,0.0,7.775,Southampton,,1,0.0
1156,3.0,0.0,2.0,1.0,1.0,20.2125,Southampton,,0,2.0
1157,3.0,0.0,18.0,1.0,1.0,20.2125,Southampton,,1,2.0
1158,3.0,0.0,41.0,0.0,2.0,20.2125,Southampton,,0,2.0
1159,3.0,1.0,,0.0,0.0,8.05,Southampton,,0,0.0
1160,3.0,0.0,50.0,0.0,0.0,8.05,Southampton,,1,0.0
1161,3.0,0.0,16.0,0.0,0.0,8.05,Southampton,,1,0.0
1162,3.0,1.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1163,3.0,0.0,,0.0,0.0,24.15,Queenstown,,1,0.0
1164,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
1165,3.0,0.0,25.0,0.0,0.0,7.225,Cherbourg,,1,0.0
1166,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
1167,3.0,0.0,,0.0,0.0,7.7292,Queenstown,,1,0.0
1168,3.0,0.0,,0.0,0.0,7.575,Southampton,,1,0.0
1169,3.0,0.0,38.5,0.0,0.0,7.25,Southampton,,1,0.0
1170,3.0,0.0,,8.0,2.0,69.55,Southampton,,1,10.0
1171,3.0,0.0,14.5,8.0,2.0,69.55,Southampton,,1,10.0
1172,3.0,0.0,,8.0,2.0,69.55,Southampton,,0,10.0
1173,3.0,0.0,,8.0,2.0,69.55,Southampton,,0,10.0
1174,3.0,0.0,,8.0,2.0,69.55,Southampton,,0,10.0
1175,3.0,0.0,,8.0,2.0,69.55,Southampton,,0,10.0
1176,3.0,0.0,,8.0,2.0,69.55,Southampton,,1,10.0
1177,3.0,0.0,,8.0,2.0,69.55,Southampton,,1,10.0
1178,3.0,0.0,,8.0,2.0,69.55,Southampton,,1,10.0
1179,3.0,0.0,,1.0,9.0,69.55,Southampton,,1,10.0
1180,3.0,0.0,,1.0,9.0,69.55,Southampton,,0,10.0
1181,3.0,0.0,24.0,0.0,0.0,9.325,Southampton,,1,0.0
1182,3.0,1.0,21.0,0.0,0.0,7.65,Southampton,,0,0.0
1183,3.0,0.0,39.0,0.0,0.0,7.925,Southampton,,1,0.0
1184,3.0,0.0,,2.0,0.0,21.6792,Cherbourg,,1,2.0
1185,3.0,0.0,,2.0,0.0,21.6792,Cherbourg,,1,2.0
1186,3.0,0.0,,2.0,0.0,21.6792,Cherbourg,,1,2.0
1187,3.0,1.0,1.0,1.0,1.0,16.7,Southampton,G,0,2.0
1188,3.0,1.0,24.0,0.0,2.0,16.7,Southampton,G,0,2.0
1189,3.0,1.0,4.0,1.0,1.0,16.7,Southampton,G,0,2.0
1190,3.0,1.0,25.0,0.0,0.0,9.5,Southampton,,1,0.0
1191,3.0,0.0,20.0,0.0,0.0,8.05,Southampton,,1,0.0
1192,3.0,0.0,24.5,0.0,0.0,8.05,Southampton,,1,0.0
1193,3.0,0.0,,0.0,0.0,7.725,Queenstown,,1,0.0
1194,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1195,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1196,3.0,1.0,29.0,0.0,0.0,9.5,Southampton,,1,0.0
1197,3.0,0.0,,0.0,0.0,15.1,Southampton,,1,0.0
1198,3.0,1.0,,0.0,0.0,7.7792,Queenstown,,0,0.0
1199,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1200,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1201,3.0,0.0,22.0,0.0,0.0,7.2292,Cherbourg,,1,0.0
1202,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1203,3.0,0.0,40.0,0.0,0.0,7.8958,Southampton,,1,0.0
1204,3.0,0.0,21.0,0.0,0.0,7.925,Southampton,,1,0.0
1205,3.0,1.0,18.0,0.0,0.0,7.4958,Southampton,,0,0.0
1206,3.0,0.0,4.0,3.0,2.0,27.9,Southampton,,1,5.0
1207,3.0,0.0,10.0,3.0,2.0,27.9,Southampton,,1,5.0
1208,3.0,0.0,9.0,3.0,2.0,27.9,Southampton,,0,5.0
1209,3.0,0.0,2.0,3.0,2.0,27.9,Southampton,,0,5.0
1210,3.0,0.0,40.0,1.0,4.0,27.9,Southampton,,1,5.0
1211,3.0,0.0,45.0,1.0,4.0,27.9,Southampton,,0,5.0
1212,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1213,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1214,3.0,0.0,,0.0,0.0,8.6625,Southampton,,1,0.0
1215,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1216,3.0,1.0,,0.0,0.0,7.7333,Queenstown,,0,0.0
1217,3.0,0.0,19.0,0.0,0.0,7.65,Southampton,F,1,0.0
1218,3.0,0.0,30.0,0.0,0.0,8.05,Southampton,,1,0.0
1219,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1220,3.0,0.0,32.0,0.0,0.0,8.05,Southampton,,1,0.0
1221,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1222,3.0,0.0,33.0,0.0,0.0,8.6625,Cherbourg,,1,0.0
1223,3.0,1.0,23.0,0.0,0.0,7.55,Southampton,,0,0.0
1224,3.0,0.0,21.0,0.0,0.0,8.05,Southampton,,1,0.0
1225,3.0,0.0,60.5,0.0,0.0,,Southampton,,1,0.0
1226,3.0,0.0,19.0,0.0,0.0,7.8958,Southampton,,1,0.0
1227,3.0,0.0,22.0,0.0,0.0,9.8375,Southampton,,0,0.0
1228,3.0,1.0,31.0,0.0,0.0,7.925,Southampton,,1,0.0
1229,3.0,0.0,27.0,0.0,0.0,8.6625,Southampton,,1,0.0
1230,3.0,0.0,2.0,0.0,1.0,10.4625,Southampton,G,0,1.0
1231,3.0,0.0,29.0,1.0,1.0,10.4625,Southampton,G,0,2.0
1232,3.0,1.0,16.0,0.0,0.0,8.05,Southampton,,1,0.0
1233,3.0,1.0,44.0,0.0,0.0,7.925,Southampton,,1,0.0
1234,3.0,0.0,25.0,0.0,0.0,7.05,Southampton,,1,0.0
1235,3.0,0.0,74.0,0.0,0.0,7.775,Southampton,,1,0.0
1236,3.0,1.0,14.0,0.0,0.0,9.225,Southampton,,1,0.0
1237,3.0,0.0,24.0,0.0,0.0,7.7958,Southampton,,1,0.0
1238,3.0,1.0,25.0,0.0,0.0,7.7958,Southampton,,1,0.0
1239,3.0,0.0,34.0,0.0,0.0,8.05,Southampton,,1,0.0
1240,3.0,1.0,0.4167,0.0,1.0,8.5167,Cherbourg,,1,1.0
1241,3.0,0.0,,1.0,0.0,6.4375,Cherbourg,,1,1.0
1242,3.0,0.0,,0.0,0.0,6.4375,Cherbourg,,1,0.0
1243,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
1244,3.0,1.0,16.0,1.0,1.0,8.5167,Cherbourg,,0,2.0
1245,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1246,3.0,0.0,,1.0,0.0,16.1,Southampton,,1,1.0
1247,3.0,1.0,,1.0,0.0,16.1,Southampton,,0,1.0
1248,3.0,0.0,32.0,0.0,0.0,7.925,Southampton,,1,0.0
1249,3.0,0.0,,0.0,0.0,7.75,Queenstown,F,1,0.0
1250,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1251,3.0,0.0,30.5,0.0,0.0,8.05,Southampton,,1,0.0
1252,3.0,0.0,44.0,0.0,0.0,8.05,Southampton,,1,0.0
1253,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
1254,3.0,1.0,25.0,0.0,0.0,0.0,Southampton,,1,0.0
1255,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
1256,3.0,1.0,7.0,1.0,1.0,15.2458,Cherbourg,,1,2.0
1257,3.0,1.0,9.0,1.0,1.0,15.2458,Cherbourg,,0,2.0
1258,3.0,1.0,29.0,0.0,2.0,15.2458,Cherbourg,,0,2.0
1259,3.0,0.0,36.0,0.0,0.0,7.8958,Southampton,,1,0.0
1260,3.0,1.0,18.0,0.0,0.0,9.8417,Southampton,,0,0.0
1261,3.0,1.0,63.0,0.0,0.0,9.5875,Southampton,,0,0.0
1262,3.0,0.0,,1.0,1.0,14.5,Southampton,,1,2.0
1263,3.0,0.0,11.5,1.0,1.0,14.5,Southampton,,1,2.0
1264,3.0,0.0,40.5,0.0,2.0,14.5,Southampton,,1,2.0
1265,3.0,0.0,10.0,0.0,2.0,24.15,Southampton,,0,2.0
1266,3.0,0.0,36.0,1.0,1.0,24.15,Southampton,,1,2.0
1267,3.0,0.0,30.0,1.0,1.0,24.15,Southampton,,0,2.0
1268,3.0,0.0,,0.0,0.0,9.5,Southampton,,1,0.0
1269,3.0,0.0,33.0,0.0,0.0,9.5,Southampton,,1,0.0
1270,3.0,0.0,28.0,0.0,0.0,9.5,Southampton,,1,0.0
1271,3.0,0.0,28.0,0.0,0.0,9.5,Southampton,,1,0.0
1272,3.0,0.0,47.0,0.0,0.0,9.0,Southampton,,1,0.0
1273,3.0,0.0,18.0,2.0,0.0,18.0,Southampton,,0,2.0
1274,3.0,0.0,31.0,3.0,0.0,18.0,Southampton,,1,3.0
1275,3.0,0.0,16.0,2.0,0.0,18.0,Southampton,,1,2.0
1276,3.0,0.0,31.0,1.0,0.0,18.0,Southampton,,0,1.0
1277,3.0,1.0,22.0,0.0,0.0,7.225,Cherbourg,,1,0.0
1278,3.0,0.0,20.0,0.0,0.0,7.8542,Southampton,,1,0.0
1279,3.0,0.0,14.0,0.0,0.0,7.8542,Southampton,,0,0.0
1280,3.0,0.0,22.0,0.0,0.0,7.8958,Southampton,,1,0.0
1281,3.0,0.0,22.0,0.0,0.0,9.0,Southampton,,1,0.0
1282,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1283,3.0,0.0,,0.0,0.0,7.55,Southampton,,1,0.0
1284,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1285,3.0,0.0,32.5,0.0,0.0,9.5,Southampton,,1,0.0
1286,3.0,1.0,38.0,0.0,0.0,7.2292,Cherbourg,,0,0.0
1287,3.0,0.0,51.0,0.0,0.0,7.75,Southampton,,1,0.0
1288,3.0,0.0,18.0,1.0,0.0,6.4958,Southampton,,1,1.0
1289,3.0,0.0,21.0,1.0,0.0,6.4958,Southampton,,1,1.0
1290,3.0,1.0,47.0,1.0,0.0,7.0,Southampton,,0,1.0
1291,3.0,0.0,,0.0,0.0,8.7125,Southampton,,1,0.0
1292,3.0,0.0,,0.0,0.0,7.55,Southampton,,1,0.0
1293,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1294,3.0,0.0,28.5,0.0,0.0,16.1,Southampton,,1,0.0
1295,3.0,0.0,21.0,0.0,0.0,7.25,Southampton,,1,0.0
1296,3.0,0.0,27.0,0.0,0.0,8.6625,Southampton,,1,0.0
1297,3.0,0.0,,0.0,0.0,7.25,Southampton,,1,0.0
1298,3.0,0.0,36.0,0.0,0.0,9.5,Southampton,,1,0.0
1299,3.0,0.0,27.0,1.0,0.0,14.4542,Cherbourg,,1,1.0
1300,3.0,1.0,15.0,1.0,0.0,14.4542,Cherbourg,,0,1.0
1301,3.0,0.0,45.5,0.0,0.0,7.225,Cherbourg,,1,0.0
1302,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
1303,3.0,0.0,,0.0,0.0,14.4583,Cherbourg,,1,0.0
1304,3.0,0.0,14.5,1.0,0.0,14.4542,Cherbourg,,0,1.0
1305,3.0,0.0,,1.0,0.0,14.4542,Cherbourg,,0,1.0
1306,3.0,0.0,26.5,0.0,0.0,7.225,Cherbourg,,1,0.0
1307,3.0,0.0,27.0,0.0,0.0,7.225,Cherbourg,,1,0.0
1308,3.0,0.0,29.0,0.0,0.0,7.875,Southampton,,1,0.0
1309,,,,,,,Unknown,,0,
